iter	Poisson
419	-1441.416467
420	-1441.420627
421	-1441.425856
422	-1441.429696
423	-1441.436157
424	-1441.452534
425	-1441.45865
426	-1441.470388
427	-1441.474126
428	-1441.479659
429	-1441.494647
430	-1441.498559
431	-1441.518448
432	-1441.525491
433	-1441.530866
434	-1441.535046
435	-1441.552776
436	-1441.555741
437	-1441.560959
438	-1441.563372
439	-1441.5749
440	-1441.588903
441	-1441.596724
442	-1441.609461
443	-1441.623642
444	-1441.628636
445	-1441.641184
446	-1441.646674
447	-1441.660748
448	-1441.673937
449	-1441.682166
450	-1441.686559
451	-1441.692362
452	-1441.695992
453	-1441.700033
454	-1441.70328
455	-1441.708496
456	-1441.714998
457	-1441.717936
458	-1441.721035
459	-1441.737261
460	-1441.742134
461	-1441.745401
462	-1441.748546
463	-1441.755675
464	-1441.773098
465	-1441.778921
466	-1441.782592
467	-1441.792863
468	-1441.796319
469	-1441.801053
470	-1441.80728
471	-1441.821448
472	-1441.825986
473	-1441.832595
474	-1441.835431
475	-1441.839165
476	-1441.842613
477	-1441.847961
478	-1441.851789
479	-1441.855196
480	-1441.8722
481	-1441.882581
482	-1441.894361
483	-1441.899264
484	-1441.904781
485	-1441.908378
486	-1441.910895
487	-1441.922758
488	-1441.929371
489	-1441.95182
490	-1441.956031
491	-1441.962742
492	-1441.965864
493	-1441.970013
494	-1441.978661
495	-1441.986523
496	-1441.990171
497	-1442.002134
498	-1442.00706
499	-1442.01283
500	-1442.033159
501	-1442.044251
502	-1442.04676
503	-1442.053588
504	-1442.057763
505	-1442.066893
506	-1442.071043
507	-1442.078428
508	-1442.083517
509	-1442.090828
510	-1442.095013
511	-1442.099455
512	-1442.102624
513	-1442.111471
514	-1442.129889
515	-1442.137721
516	-1442.147078
517	-1442.158798
518	-1442.160833
519	-1442.166092
520	-1442.16857
521	-1442.1722
522	-1442.183789
523	-1442.188607
524	-1442.191549
525	-1442.194783
526	-1442.201452
527	-1442.205192
528	-1442.20859
529	-1442.210823
530	-1442.216146
531	-1442.224061
532	-1442.228427
533	-1442.230878
534	-1442.234482
535	-1442.236578
536	-1442.241371
537	-1442.245248
538	-1442.248116
539	-1442.252096
540	-1442.256021
541	-1442.260046
542	-1442.263732
543	-1442.265432
544	-1442.271808
545	-1442.279161
546	-1442.283052
547	-1442.289
548	-1442.293518
549	-1442.29646
550	-1442.300533
551	-1442.303905
552	-1442.310074
553	-1442.319304
554	-1442.329663
555	-1442.331724
556	-1442.334983
557	-1442.341901
558	-1442.345124
559	-1442.349794
560	-1442.359154
561	-1442.364514
562	-1442.367016
563	-1442.3709
564	-1442.37675
565	-1442.386726
566	-1442.390487
567	-1442.393711
568	-1442.396278
569	-1442.400349
570	-1442.402961
571	-1442.406192
572	-1442.414774
573	-1442.427341
574	-1442.430972
575	-1442.435042
576	-1442.440954
577	-1442.44672
578	-1442.455523
579	-1442.45905
580	-1442.469173
581	-1442.472588
582	-1442.475938
583	-1442.479017
584	-1442.489987
585	-1442.49291
586	-1442.497193
587	-1442.500296
588	-1442.50841
589	-1442.511635
590	-1442.518984
591	-1442.526039
592	-1442.528809
593	-1442.530871
594	-1442.540619
595	-1442.543288
596	-1442.549518
597	-1442.557577
598	-1442.561468
599	-1442.564927
600	-1442.567404
601	-1442.575316
602	-1442.586842
603	-1442.590303
604	-1442.593063
605	-1442.59777
606	-1442.604324
607	-1442.606218
608	-1442.609291
609	-1442.611498
610	-1442.61407
611	-1442.616901
612	-1442.622927
613	-1442.631029
614	-1442.633507
615	-1442.635939
616	-1442.642591
617	-1442.645253
618	-1442.648818
619	-1442.650824
620	-1442.657841
621	-1442.669389
622	-1442.671604
623	-1442.678448
624	-1442.684504
625	-1442.688677
626	-1442.691509
627	-1442.701817
628	-1442.703808
629	-1442.710956
630	-1442.713516
631	-1442.717813
632	-1442.71989
633	-1442.723816
634	-1442.726581
635	-1442.731147
636	-1442.744206
637	-1442.747947
638	-1442.749543
639	-1442.750972
640	-1442.752789
641	-1442.758327
642	-1442.76151
643	-1442.763382
644	-1442.764998
645	-1442.771219
646	-1442.777271
647	-1442.782958
648	-1442.785823
649	-1442.792019
650	-1442.799764
651	-1442.805239
652	-1442.806598
653	-1442.809651
654	-1442.817348
655	-1442.819117
656	-1442.824479
657	-1442.836335
658	-1442.843876
659	-1442.85071
660	-1442.857153
661	-1442.865964
662	-1442.869406
663	-1442.873325
664	-1442.875516
665	-1442.878291
666	-1442.888491
667	-1442.894655
668	-1442.90479
669	-1442.906399
670	-1442.90914
671	-1442.911651
672	-1442.913793
673	-1442.918305
674	-1442.920366
675	-1442.924241
676	-1442.932386
677	-1442.934193
678	-1442.938819
679	-1442.946688
680	-1442.951273
681	-1442.953474
682	-1442.954941
683	-1442.957336
684	-1442.959311
685	-1442.962116
686	-1442.965008
687	-1442.968585
688	-1442.973318
689	-1442.976232
690	-1442.982906
691	-1442.985058
692	-1442.99029
693	-1442.99299
694	-1442.995416
695	-1442.997709
696	-1443.00185
697	-1443.004574
698	-1443.008117
699	-1443.015978
700	-1443.016925
701	-1443.020087
702	-1443.022561
703	-1443.023891
704	-1443.025375
705	-1443.028609
706	-1443.030433
707	-1443.033254
708	-1443.037214
709	-1443.04186
710	-1443.04719
711	-1443.056437
712	-1443.058706
713	-1443.060749
714	-1443.062907
715	-1443.068791
716	-1443.073575
717	-1443.0785
718	-1443.080073
719	-1443.085299
720	-1443.087176
721	-1443.089645
722	-1443.096665
723	-1443.098733
724	-1443.103535
725	-1443.105897
726	-1443.10938
727	-1443.111097
728	-1443.119353
729	-1443.121436
730	-1443.12307
731	-1443.136881
732	-1443.145061
733	-1443.14621
734	-1443.150063
735	-1443.153644
736	-1443.154978
737	-1443.159169
738	-1443.161979
739	-1443.163243
740	-1443.164908
741	-1443.167205
742	-1443.169123
743	-1443.171975
744	-1443.173942
745	-1443.175905
746	-1443.182944
747	-1443.184671
748	-1443.186455
749	-1443.188066
750	-1443.190192
751	-1443.191498
752	-1443.197791
753	-1443.199346
754	-1443.202212
755	-1443.205144
756	-1443.207886
757	-1443.209299
758	-1443.211748
759	-1443.215198
760	-1443.216866
761	-1443.229363
762	-1443.23167
763	-1443.234413
764	-1443.235997
765	-1443.23774
766	-1443.240835
767	-1443.243443
768	-1443.255298
769	-1443.257034
770	-1443.259655
771	-1443.267794
772	-1443.270106
773	-1443.275001
774	-1443.281864
775	-1443.284148
776	-1443.285517
777	-1443.287575
778	-1443.291724
779	-1443.295344
780	-1443.296616
781	-1443.298267
782	-1443.299232
783	-1443.300691
784	-1443.302116
785	-1443.30335
786	-1443.307997
787	-1443.311584
788	-1443.313859
789	-1443.317257
790	-1443.319133
791	-1443.321311
792	-1443.32427
793	-1443.331745
794	-1443.333646
795	-1443.345465
796	-1443.347968
797	-1443.356506
798	-1443.359776
799	-1443.361462
800	-1443.363415
801	-1443.365908
802	-1443.367613
803	-1443.372443
804	-1443.374474
805	-1443.378101
806	-1443.38835
807	-1443.390076
808	-1443.393024
809	-1443.394836
810	-1443.398018
811	-1443.402676
812	-1443.408743
813	-1443.411357
814	-1443.415302
815	-1443.420642
816	-1443.423125
817	-1443.424519
818	-1443.427196
819	-1443.431861
820	-1443.433546
821	-1443.435019
822	-1443.438583
823	-1443.440883
824	-1443.442804
825	-1443.448682
826	-1443.452709
827	-1443.45409
828	-1443.456825
829	-1443.458684
830	-1443.468611
831	-1443.474878
832	-1443.47954
833	-1443.482013
834	-1443.484188
835	-1443.488047
836	-1443.490272
837	-1443.494203
838	-1443.496952
839	-1443.500197
840	-1443.50147
841	-1443.502626
842	-1443.508837
843	-1443.509583
844	-1443.511186
845	-1443.512433
846	-1443.516887
847	-1443.518636
848	-1443.520273
849	-1443.526678
850	-1443.528205
851	-1443.529595
852	-1443.532915
853	-1443.53426
854	-1443.538225
855	-1443.539354
856	-1443.544797
857	-1443.546207
858	-1443.54957
859	-1443.551953
860	-1443.553538
861	-1443.560198
862	-1443.561679
863	-1443.565763
864	-1443.567062
865	-1443.568667
866	-1443.572245
867	-1443.576048
868	-1443.578242
869	-1443.580766
870	-1443.581863
871	-1443.58513
872	-1443.586941
873	-1443.587874
874	-1443.589483
875	-1443.590926
876	-1443.597743
877	-1443.601629
878	-1443.606645
879	-1443.607739
880	-1443.609355
881	-1443.611566
882	-1443.613689
883	-1443.616155
884	-1443.618453
885	-1443.620747
886	-1443.623224
887	-1443.624783
888	-1443.627334
889	-1443.628257
890	-1443.633965
891	-1443.639952
892	-1443.643292
893	-1443.648318
894	-1443.651573
895	-1443.653026
896	-1443.654664
897	-1443.659943
898	-1443.660691
899	-1443.661809
900	-1443.666571
901	-1443.668447
902	-1443.671669
903	-1443.672524
904	-1443.674313
905	-1443.675714
906	-1443.680711
907	-1443.682142
908	-1443.684896
909	-1443.68787
910	-1443.691871
911	-1443.695512
912	-1443.696496
913	-1443.69952
914	-1443.701951
915	-1443.702945
916	-1443.706262
917	-1443.709276
918	-1443.711691
919	-1443.716951
920	-1443.718559
921	-1443.719968
922	-1443.720751
923	-1443.722114
924	-1443.723634
925	-1443.726343
926	-1443.727623
927	-1443.729575
928	-1443.731866
929	-1443.733618
930	-1443.735571
931	-1443.738726
932	-1443.741356
933	-1443.743982
934	-1443.747118
935	-1443.748009
936	-1443.749214
937	-1443.758848
938	-1443.76312
939	-1443.765296
940	-1443.765999
941	-1443.767492
942	-1443.772831
943	-1443.77566
944	-1443.777332
945	-1443.780226
946	-1443.781995
947	-1443.78268
948	-1443.786256
949	-1443.787007
950	-1443.788054
951	-1443.791109
952	-1443.79535
953	-1443.798122
954	-1443.799144
955	-1443.801697
956	-1443.804159
957	-1443.806191
958	-1443.806885
959	-1443.809473
960	-1443.812717
961	-1443.813989
962	-1443.816445
963	-1443.818644
964	-1443.822314
965	-1443.825018
966	-1443.826286
967	-1443.827411
968	-1443.83068
969	-1443.833416
970	-1443.834625
971	-1443.835605
972	-1443.836602
973	-1443.838211
974	-1443.840104
975	-1443.841754
976	-1443.843757
977	-1443.846164
978	-1443.850497
979	-1443.852196
980	-1443.852805
981	-1443.853898
982	-1443.855853
983	-1443.857366
984	-1443.863285
985	-1443.864648
986	-1443.868076
987	-1443.870712
988	-1443.873078
989	-1443.874172
990	-1443.875276
991	-1443.879489
992	-1443.880805
993	-1443.882352
994	-1443.885535
995	-1443.886287
996	-1443.887632
997	-1443.89229
998	-1443.893961
999	-1443.89607
1000	-1443.900287
1001	-1443.901318
1002	-1443.903648
1003	-1443.90509
1004	-1443.906518
1005	-1443.907442
1006	-1443.909113
1007	-1443.910554
1008	-1443.911604
1009	-1443.919656
1010	-1443.920409
1011	-1443.921607
1012	-1443.923489
1013	-1443.926481
1014	-1443.927676
1015	-1443.9313
1016	-1443.934436
1017	-1443.935535
1018	-1443.936815
1019	-1443.938974
1020	-1443.940169
1021	-1443.942708
1022	-1443.944327
1023	-1443.945141
1024	-1443.946056
1025	-1443.950582
1026	-1443.952145
1027	-1443.958668
1028	-1443.960092
1029	-1443.963905
1030	-1443.964633
1031	-1443.96658
1032	-1443.968882
1033	-1443.97071
1034	-1443.973991
1035	-1443.975416
1036	-1443.977133
1037	-1443.978172
1038	-1443.981852
1039	-1443.983101
1040	-1443.984069
1041	-1443.985696
1042	-1443.987249
1043	-1443.989322
1044	-1443.993116
1045	-1443.993711
1046	-1443.995488
1047	-1443.999787
1048	-1444.004349
1049	-1444.010763
1050	-1444.014937
1051	-1444.015714
1052	-1444.019114
1053	-1444.020093
1054	-1444.022184
1055	-1444.025429
1056	-1444.027709
1057	-1444.031388
1058	-1444.036244
1059	-1444.039125
1060	-1444.042146
1061	-1444.045338
1062	-1444.046502
1063	-1444.050167
1064	-1444.052934
1065	-1444.053839
1066	-1444.057533
1067	-1444.062828
1068	-1444.065737
1069	-1444.067555
1070	-1444.070411
1071	-1444.073275
1072	-1444.075396
1073	-1444.081316
1074	-1444.082953
1075	-1444.085126
1076	-1444.08703
1077	-1444.088277
1078	-1444.093669
1079	-1444.094984
1080	-1444.098191
1081	-1444.09923
1082	-1444.102571
1083	-1444.103377
1084	-1444.104462
1085	-1444.105245
1086	-1444.106913
1087	-1444.109054
1088	-1444.110796
1089	-1444.114146
1090	-1444.115601
1091	-1444.116719
1092	-1444.117637
1093	-1444.119603
1094	-1444.121118
1095	-1444.122253
1096	-1444.128211
1097	-1444.129219
1098	-1444.130646
1099	-1444.131672
1100	-1444.137262
1101	-1444.139131
1102	-1444.141432
1103	-1444.146133
1104	-1444.147854
1105	-1444.148648
1106	-1444.149383
1107	-1444.15167
1108	-1444.152471
1109	-1444.153809
1110	-1444.15547
1111	-1444.156858
1112	-1444.157767
1113	-1444.159028
1114	-1444.160026
1115	-1444.160516
1116	-1444.162396
1117	-1444.163336
1118	-1444.165216
1119	-1444.167823
1120	-1444.170467
1121	-1444.172835
1122	-1444.17351
1123	-1444.175014
1124	-1444.176126
1125	-1444.177576
1126	-1444.178822
1127	-1444.179793
1128	-1444.181273
1129	-1444.182305
1130	-1444.186651
1131	-1444.188967
1132	-1444.189838
1133	-1444.190983
1134	-1444.192454
1135	-1444.194623
1136	-1444.196222
1137	-1444.197112
1138	-1444.199067
1139	-1444.200812
1140	-1444.202918
1141	-1444.204132
1142	-1444.206842
1143	-1444.208193
1144	-1444.208888
1145	-1444.210311
1146	-1444.211245
1147	-1444.21235
1148	-1444.214795
1149	-1444.218266
1150	-1444.219131
1151	-1444.220745
1152	-1444.222929
1153	-1444.227161
1154	-1444.230361
1155	-1444.231304
1156	-1444.233313
1157	-1444.235272
1158	-1444.236147
1159	-1444.238074
1160	-1444.238877
1161	-1444.239267
1162	-1444.239923
1163	-1444.24152
1164	-1444.241892
1165	-1444.244188
1166	-1444.245482
1167	-1444.246479
1168	-1444.2471
1169	-1444.249099
1170	-1444.251143
1171	-1444.252697
1172	-1444.253485
1173	-1444.255821
1174	-1444.257165
1175	-1444.258187
1176	-1444.260649
1177	-1444.261789
1178	-1444.262584
1179	-1444.264242
1180	-1444.264885
1181	-1444.266085
1182	-1444.266393
1183	-1444.266915
1184	-1444.267952
1185	-1444.270624
1186	-1444.271958
1187	-1444.272927
1188	-1444.273969
1189	-1444.275256
1190	-1444.275972
1191	-1444.276903
1192	-1444.277749
1193	-1444.279398
1194	-1444.281253
1195	-1444.286046
1196	-1444.287308
1197	-1444.290882
1198	-1444.293359
1199	-1444.294896
1200	-1444.295725
1201	-1444.296649
1202	-1444.298835
1203	-1444.300168
1204	-1444.30237
1205	-1444.303061
1206	-1444.305942
1207	-1444.308037
1208	-1444.309573
1209	-1444.312338
1210	-1444.313079
1211	-1444.314033
1212	-1444.315915
1213	-1444.317742
1214	-1444.318763
1215	-1444.320623
1216	-1444.322833
1217	-1444.323639
1218	-1444.325249
1219	-1444.326764
1220	-1444.328765
1221	-1444.329316
1222	-1444.330876
1223	-1444.33261
1224	-1444.333619
1225	-1444.334317
1226	-1444.335946
1227	-1444.341418
1228	-1444.342118
1229	-1444.343168
1230	-1444.345289
1231	-1444.349077
1232	-1444.35072
1233	-1444.353244
1234	-1444.353861
1235	-1444.355119
1236	-1444.356655
1237	-1444.357528
1238	-1444.358826
1239	-1444.360259
1240	-1444.361093
1241	-1444.364683
1242	-1444.365735
1243	-1444.366439
1244	-1444.368183
1245	-1444.36897
1246	-1444.370944
1247	-1444.372824
1248	-1444.374008
1249	-1444.375345
1250	-1444.376337
1251	-1444.380557
1252	-1444.381229
1253	-1444.382114
1254	-1444.383012
1255	-1444.383678
1256	-1444.387372
1257	-1444.388231
1258	-1444.389859
1259	-1444.392379
1260	-1444.393199
1261	-1444.394317
1262	-1444.395199
1263	-1444.396152
1264	-1444.398592
1265	-1444.401858
1266	-1444.402793
1267	-1444.403213
1268	-1444.404401
1269	-1444.40614
1270	-1444.407099
1271	-1444.408204
1272	-1444.408734
1273	-1444.409338
1274	-1444.411295
1275	-1444.411916
1276	-1444.41292
1277	-1444.414326
1278	-1444.415399
1279	-1444.416361
1280	-1444.416698
1281	-1444.41897
1282	-1444.419771
1283	-1444.420284
1284	-1444.421001
1285	-1444.422535
1286	-1444.423223
1287	-1444.424216
1288	-1444.424943
1289	-1444.425686
1290	-1444.42625
1291	-1444.428242
1292	-1444.432159
1293	-1444.433004
1294	-1444.433558
1295	-1444.43637
1296	-1444.437514
1297	-1444.439066
1298	-1444.440792
1299	-1444.44155
1300	-1444.442458
1301	-1444.443815
1302	-1444.446193
1303	-1444.446649
1304	-1444.446956
1305	-1444.447834
1306	-1444.449261
1307	-1444.450324
1308	-1444.451487
1309	-1444.453793
1310	-1444.454812
1311	-1444.455687
1312	-1444.456418
1313	-1444.457414
1314	-1444.459087
1315	-1444.459787
1316	-1444.461401
1317	-1444.461713
1318	-1444.463893
1319	-1444.464481
1320	-1444.464766
1321	-1444.46562
1322	-1444.46738
1323	-1444.4689
1324	-1444.469808
1325	-1444.470558
1326	-1444.471771
1327	-1444.472033
1328	-1444.472654
1329	-1444.475141
1330	-1444.47694
1331	-1444.477605
1332	-1444.479183
1333	-1444.480243
1334	-1444.481307
1335	-1444.482593
1336	-1444.48392
1337	-1444.484868
1338	-1444.489486
1339	-1444.490167
1340	-1444.491188
1341	-1444.492088
1342	-1444.494277
1343	-1444.495057
1344	-1444.498413
1345	-1444.500082
1346	-1444.501042
1347	-1444.501314
1348	-1444.50206
1349	-1444.502899
1350	-1444.50383
1351	-1444.504692
1352	-1444.505285
1353	-1444.506853
1354	-1444.507975
1355	-1444.509229
1356	-1444.509971
1357	-1444.512608
1358	-1444.513452
1359	-1444.51412
1360	-1444.51578
1361	-1444.516555
1362	-1444.517152
1363	-1444.518715
1364	-1444.520652
1365	-1444.522625
1366	-1444.523058
1367	-1444.525309
1368	-1444.52678
1369	-1444.528659
1370	-1444.52931
1371	-1444.530054
1372	-1444.530822
1373	-1444.531804
1374	-1444.532618
1375	-1444.533423
1376	-1444.53611
1377	-1444.537411
1378	-1444.539431
1379	-1444.543573
1380	-1444.544748
1381	-1444.54674
1382	-1444.547763
1383	-1444.549358
1384	-1444.550184
1385	-1444.550767
1386	-1444.552628
1387	-1444.553262
1388	-1444.555438
1389	-1444.557107
1390	-1444.557728
1391	-1444.558347
1392	-1444.559082
1393	-1444.56047
1394	-1444.561408
1395	-1444.561955
1396	-1444.562798
1397	-1444.563394
1398	-1444.564504
1399	-1444.565039
1400	-1444.565518
1401	-1444.566225
1402	-1444.566734
1403	-1444.566995
1404	-1444.568696
1405	-1444.569424
1406	-1444.57116
1407	-1444.571743
1408	-1444.572427
1409	-1444.57383
1410	-1444.57438
1411	-1444.576137
1412	-1444.577041
1413	-1444.577915
1414	-1444.579133
1415	-1444.580383
1416	-1444.581963
1417	-1444.582724
1418	-1444.583094
1419	-1444.584354
1420	-1444.586157
1421	-1444.587494
1422	-1444.588377
1423	-1444.590537
1424	-1444.591738
1425	-1444.592619
1426	-1444.594299
1427	-1444.59496
1428	-1444.596751
1429	-1444.598012
1430	-1444.598926
1431	-1444.599251
1432	-1444.599615
1433	-1444.601493
1434	-1444.603235
1435	-1444.604369
1436	-1444.605099
1437	-1444.606046
1438	-1444.606579
1439	-1444.607686
1440	-1444.608621
1441	-1444.609789
1442	-1444.611339
1443	-1444.61169
1444	-1444.615143
1445	-1444.616852
1446	-1444.617527
1447	-1444.61819
1448	-1444.618428
1449	-1444.619177
1450	-1444.619999
1451	-1444.620802
1452	-1444.621409
1453	-1444.623393
1454	-1444.625408
1455	-1444.626877
1456	-1444.627207
1457	-1444.627888
1458	-1444.629044
1459	-1444.630089
1460	-1444.630938
1461	-1444.631777
1462	-1444.632802
1463	-1444.633473
1464	-1444.634315
1465	-1444.634744
1466	-1444.635067
1467	-1444.635812
1468	-1444.636133
1469	-1444.637261
1470	-1444.637774
1471	-1444.638489
1472	-1444.639015
1473	-1444.641255
1474	-1444.642241
1475	-1444.642939
1476	-1444.643633
1477	-1444.644589
1478	-1444.645308
1479	-1444.645888
1480	-1444.647991
1481	-1444.649393
1482	-1444.650224
1483	-1444.650682
1484	-1444.651427
1485	-1444.651915
1486	-1444.652376
1487	-1444.653046
1488	-1444.653788
1489	-1444.654513
1490	-1444.654881
1491	-1444.656138
1492	-1444.657263
1493	-1444.658113
1494	-1444.658745
1495	-1444.659734
1496	-1444.660316
1497	-1444.660744
